id,family,date,sales,Trained,store_nbr,onpromotion
572,GROCERY II,3/5/13,31,1,1,0
573,MEATS,3/5/13,298.28,1,1,0
574,POULTRY,3/5/13,177.09201,1,1,0
575,PRODUCE,3/5/13,0,1,1,0
576,SEAFOOD,3/5/13,30.488,1,1,0
577,BREAD/BAKERY,3/6/13,356.865,1,1,0
578,EGGS,3/6/13,207,1,1,0
579,FROZEN FOODS,3/6/13,123.953,1,1,0
580,GROCERY I,3/6/13,2475,1,1,0
581,GROCERY II,3/6/13,40,1,1,0
582,MEATS,3/6/13,366.07,1,1,0
583,POULTRY,3/6/13,268.84,1,1,0
584,PRODUCE,3/6/13,0,1,1,0
585,SEAFOOD,3/6/13,39.268,1,1,0
586,BREAD/BAKERY,3/7/13,291.043,1,1,0
587,EGGS,3/7/13,132,1,1,0
588,FROZEN FOODS,3/7/13,86,1,1,0
589,GROCERY I,3/7/13,1720,1,1,0
590,GROCERY II,3/7/13,28,1,1,0
591,MEATS,3/7/13,259.497,1,1,0
592,POULTRY,3/7/13,134.761,1,1,0
593,PRODUCE,3/7/13,0,1,1,0
594,SEAFOOD,3/7/13,19.069,1,1,0
595,BREAD/BAKERY,3/8/13,291.676,1,1,0
596,EGGS,3/8/13,152,1,1,0
597,FROZEN FOODS,3/8/13,76,1,1,0
598,GROCERY I,3/8/13,1893,1,1,0
599,GROCERY II,3/8/13,40,1,1,0
600,MEATS,3/8/13,516.55,1,1,0
601,POULTRY,3/8/13,213.937,1,1,0
602,PRODUCE,3/8/13,0,1,1,0
603,SEAFOOD,3/8/13,35.392998,1,1,0
604,BREAD/BAKERY,3/9/13,296.837,1,1,0
605,EGGS,3/9/13,175,1,1,0
606,FROZEN FOODS,3/9/13,90,1,1,0
607,GROCERY I,3/9/13,1972,1,1,0
608,GROCERY II,3/9/13,33,1,1,0
609,MEATS,3/9/13,274.607,1,1,0
610,POULTRY,3/9/13,183.331,1,1,0
611,PRODUCE,3/9/13,0,1,1,0
612,SEAFOOD,3/9/13,29.409,1,1,0
613,BREAD/BAKERY,3/10/13,160.934,1,1,0
614,EGGS,3/10/13,78,1,1,0
615,FROZEN FOODS,3/10/13,40,1,1,0
616,GROCERY I,3/10/13,854,1,1,0
617,GROCERY II,3/10/13,19,1,1,0
618,MEATS,3/10/13,141.019,1,1,0
619,POULTRY,3/10/13,63.439,1,1,0
620,PRODUCE,3/10/13,0,1,1,0
621,SEAFOOD,3/10/13,22.214,1,1,0
622,BREAD/BAKERY,3/11/13,297.395,1,1,0
623,EGGS,3/11/13,150,1,1,0
624,FROZEN FOODS,3/11/13,65,1,1,0
625,GROCERY I,3/11/13,1809,1,1,0
626,GROCERY II,3/11/13,14,1,1,0
627,MEATS,3/11/13,310.032,1,1,0
628,POULTRY,3/11/13,266.41998,1,1,0
629,PRODUCE,3/11/13,0,1,1,0
630,SEAFOOD,3/11/13,38.251,1,1,0
631,BREAD/BAKERY,3/12/13,247.66,1,1,0
632,EGGS,3/12/13,155,1,1,0
633,FROZEN FOODS,3/12/13,87.403,1,1,0
634,GROCERY I,3/12/13,1808,1,1,0
635,GROCERY II,3/12/13,36,1,1,0
636,MEATS,3/12/13,228.634,1,1,0
637,POULTRY,3/12/13,128.284,1,1,0
638,PRODUCE,3/12/13,0,1,1,0
639,SEAFOOD,3/12/13,12.879,1,1,0
640,BREAD/BAKERY,3/13/13,331.411,1,1,0
641,EGGS,3/13/13,161,1,1,0
642,FROZEN FOODS,3/13/13,92.383,1,1,0
643,GROCERY I,3/13/13,2010,1,1,0
644,GROCERY II,3/13/13,22,1,1,0
645,MEATS,3/13/13,322.366,1,1,0
646,POULTRY,3/13/13,187.45601,1,1,0
647,PRODUCE,3/13/13,0,1,1,0
648,SEAFOOD,3/13/13,19.861,1,1,0
649,BREAD/BAKERY,3/14/13,289.69,1,1,0
650,EGGS,3/14/13,109,1,1,0
651,FROZEN FOODS,3/14/13,65,1,1,0
652,GROCERY I,3/14/13,1685,1,1,0
653,GROCERY II,3/14/13,20,1,1,0
654,MEATS,3/14/13,235.86,1,1,0
655,POULTRY,3/14/13,146.545,1,1,0
656,PRODUCE,3/14/13,0,1,1,0
657,SEAFOOD,3/14/13,27.047,1,1,0
658,BREAD/BAKERY,3/15/13,324.617,1,1,0
659,EGGS,3/15/13,146,1,1,0
660,FROZEN FOODS,3/15/13,95,1,1,0
661,GROCERY I,3/15/13,1760,1,1,0
662,GROCERY II,3/15/13,45,1,1,0
663,MEATS,3/15/13,487.097,1,1,0
664,POULTRY,3/15/13,207.838,1,1,0
665,PRODUCE,3/15/13,0,1,1,0
666,SEAFOOD,3/15/13,43.267,1,1,0
667,BREAD/BAKERY,3/16/13,308.95,1,1,0
668,EGGS,3/16/13,190,1,1,0
669,FROZEN FOODS,3/16/13,140,1,1,0
670,GROCERY I,3/16/13,2082,1,1,0
671,GROCERY II,3/16/13,29,1,1,0
672,MEATS,3/16/13,254.232,1,1,0
673,POULTRY,3/16/13,167.972,1,1,0
674,PRODUCE,3/16/13,2,1,1,0
675,SEAFOOD,3/16/13,32.283,1,1,0
676,BREAD/BAKERY,3/17/13,112.537,1,1,0
677,EGGS,3/17/13,94,1,1,0
678,FROZEN FOODS,3/17/13,55,1,1,0
679,GROCERY I,3/17/13,745,1,1,0
680,GROCERY II,3/17/13,13,1,1,0
681,MEATS,3/17/13,130.868,1,1,0
682,POULTRY,3/17/13,58.086998,1,1,0
683,PRODUCE,3/17/13,23,1,1,0
684,SEAFOOD,3/17/13,4.078,1,1,0
685,BREAD/BAKERY,3/18/13,316.518,1,1,0
686,EGGS,3/18/13,167,1,1,0
687,FROZEN FOODS,3/18/13,98.331,1,1,0
688,GROCERY I,3/18/13,1830,1,1,0
689,GROCERY II,3/18/13,7,1,1,0
690,MEATS,3/18/13,280.095,1,1,0
691,POULTRY,3/18/13,211.399,1,1,0
692,PRODUCE,3/18/13,0,1,1,0
693,SEAFOOD,3/18/13,21.282,1,1,0
694,BREAD/BAKERY,3/19/13,252.72101,1,1,0
695,EGGS,3/19/13,166,1,1,0
696,FROZEN FOODS,3/19/13,62,1,1,0
697,GROCERY I,3/19/13,1813,1,1,0
698,GROCERY II,3/19/13,29,1,1,0
699,MEATS,3/19/13,155.222,1,1,0
700,POULTRY,3/19/13,165.659,1,1,0
701,PRODUCE,3/19/13,2,1,1,0
702,SEAFOOD,3/19/13,13.542,1,1,0
703,BREAD/BAKERY,3/20/13,387.811,1,1,0
704,EGGS,3/20/13,196,1,1,0
705,FROZEN FOODS,3/20/13,110,1,1,0
706,GROCERY I,3/20/13,2200,1,1,0
707,GROCERY II,3/20/13,22,1,1,0
708,MEATS,3/20/13,271.91,1,1,0
709,POULTRY,3/20/13,157.245,1,1,0
710,PRODUCE,3/20/13,1,1,1,0
711,SEAFOOD,3/20/13,35.941,1,1,0
712,BREAD/BAKERY,3/21/13,355.371,1,1,0
713,EGGS,3/21/13,176,1,1,0
714,FROZEN FOODS,3/21/13,75.234,1,1,0
715,GROCERY I,3/21/13,1791,1,1,0
716,GROCERY II,3/21/13,23,1,1,0
717,MEATS,3/21/13,273.357,1,1,0
718,POULTRY,3/21/13,148.651,1,1,0
719,PRODUCE,3/21/13,1,1,1,0
720,SEAFOOD,3/21/13,28.464,1,1,0
721,BREAD/BAKERY,3/22/13,265.258,1,1,0
722,EGGS,3/22/13,169,1,1,0
723,FROZEN FOODS,3/22/13,116,1,1,0
724,GROCERY I,3/22/13,1981,1,1,0
725,GROCERY II,3/22/13,18,1,1,0
726,MEATS,3/22/13,516.912,1,1,0
727,POULTRY,3/22/13,165.741,1,1,0
728,PRODUCE,3/22/13,7,1,1,0
729,SEAFOOD,3/22/13,42.478,1,1,0
730,BREAD/BAKERY,3/23/13,295.364,1,1,0
731,EGGS,3/23/13,172,1,1,0
732,FROZEN FOODS,3/23/13,108.137,1,1,0
733,GROCERY I,3/23/13,1953,1,1,0
734,GROCERY II,3/23/13,42,1,1,0
735,MEATS,3/23/13,262.538,1,1,0
736,POULTRY,3/23/13,130.108,1,1,0
737,PRODUCE,3/23/13,2,1,1,0
738,SEAFOOD,3/23/13,40.974,1,1,0
739,BREAD/BAKERY,3/24/13,107.761,1,1,0
740,EGGS,3/24/13,78,1,1,0
741,FROZEN FOODS,3/24/13,29,1,1,0
742,GROCERY I,3/24/13,725,1,1,0
743,GROCERY II,3/24/13,11,1,1,0
744,MEATS,3/24/13,100.099,1,1,0
745,POULTRY,3/24/13,61.192,1,1,0
746,PRODUCE,3/24/13,17,1,1,0
747,SEAFOOD,3/24/13,8.342,1,1,0
748,BREAD/BAKERY,3/25/13,315.877,1,1,0
749,EGGS,3/25/13,176,1,1,0
750,FROZEN FOODS,3/25/13,99.1,1,1,0
751,GROCERY I,3/25/13,1918,1,1,0
752,GROCERY II,3/25/13,22,1,1,0
753,MEATS,3/25/13,276.834,1,1,0
754,POULTRY,3/25/13,235.07799,1,1,0
755,PRODUCE,3/25/13,2,1,1,0
756,SEAFOOD,3/25/13,23.835,1,1,0
757,BREAD/BAKERY,3/26/13,293.04,1,1,0
758,EGGS,3/26/13,161,1,1,0
759,FROZEN FOODS,3/26/13,105.345,1,1,0
760,GROCERY I,3/26/13,1768,1,1,0
761,GROCERY II,3/26/13,17,1,1,0
762,MEATS,3/26/13,198.406,1,1,0
763,POULTRY,3/26/13,105.683,1,1,0
764,PRODUCE,3/26/13,0,1,1,0
765,SEAFOOD,3/26/13,28.642,1,1,0
766,BREAD/BAKERY,3/27/13,310.631,1,1,0
767,EGGS,3/27/13,171,1,1,0
768,FROZEN FOODS,3/27/13,102,1,1,0
769,GROCERY I,3/27/13,2208,1,1,0
770,GROCERY II,3/27/13,18,1,1,0
771,MEATS,3/27/13,279.93,1,1,0
772,POULTRY,3/27/13,172.183,1,1,0
773,PRODUCE,3/27/13,0,1,1,0
774,SEAFOOD,3/27/13,30.604,1,1,0
775,BREAD/BAKERY,3/28/13,288.856,1,1,0
776,EGGS,3/28/13,172,1,1,0
777,FROZEN FOODS,3/28/13,81,1,1,0
778,GROCERY I,3/28/13,1875,1,1,0
779,GROCERY II,3/28/13,18,1,1,0
780,MEATS,3/28/13,250.828,1,1,0
781,POULTRY,3/28/13,225.212,1,1,0
782,PRODUCE,3/28/13,5,1,1,0
783,SEAFOOD,3/28/13,21.5,1,1,0
784,BREAD/BAKERY,3/29/13,94.265,1,1,0
785,EGGS,3/29/13,60,1,1,0
786,FROZEN FOODS,3/29/13,23,1,1,0
787,GROCERY I,3/29/13,636,1,1,0
788,GROCERY II,3/29/13,1,1,1,0
789,MEATS,3/29/13,244.319,1,1,0
790,POULTRY,3/29/13,24.479,1,1,0
791,PRODUCE,3/29/13,2,1,1,0
792,SEAFOOD,3/29/13,10.048,1,1,0
793,BREAD/BAKERY,3/30/13,206.749,1,1,0
794,EGGS,3/30/13,137,1,1,0
795,FROZEN FOODS,3/30/13,100,1,1,0
796,GROCERY I,3/30/13,1609,1,1,0
797,GROCERY II,3/30/13,10,1,1,0
798,MEATS,3/30/13,211.841,1,1,0
799,POULTRY,3/30/13,100.363,1,1,0
800,PRODUCE,3/30/13,12,1,1,0
801,SEAFOOD,3/30/13,23.897,1,1,0
802,BREAD/BAKERY,3/31/13,125.187,1,1,0
803,EGGS,3/31/13,67,1,1,0
804,FROZEN FOODS,3/31/13,33,1,1,0
805,GROCERY I,3/31/13,747,1,1,0
806,GROCERY II,3/31/13,2,1,1,0
807,MEATS,3/31/13,98.83,1,1,0
808,POULTRY,3/31/13,57.053,1,1,0
809,PRODUCE,3/31/13,20,1,1,0
810,SEAFOOD,3/31/13,13.327,1,1,0
811,BREAD/BAKERY,4/1/13,331.213,1,1,0
812,EGGS,4/1/13,192,1,1,0
813,FROZEN FOODS,4/1/13,95,1,1,0
814,GROCERY I,4/1/13,2322,1,1,0
815,GROCERY II,4/1/13,31,1,1,0
816,MEATS,4/1/13,313.784,1,1,0
817,POULTRY,4/1/13,222.031,1,1,0
818,PRODUCE,4/1/13,0,1,1,0
819,SEAFOOD,4/1/13,33.153,1,1,0
820,BREAD/BAKERY,4/2/13,265.593,1,1,0
821,EGGS,4/2/13,156,1,1,0
822,FROZEN FOODS,4/2/13,100,1,1,0
823,GROCERY I,4/2/13,2133,1,1,0
824,GROCERY II,4/2/13,16,1,1,0
825,MEATS,4/2/13,312.279,1,1,0
826,POULTRY,4/2/13,148.69,1,1,0
827,PRODUCE,4/2/13,1,1,1,0
828,SEAFOOD,4/2/13,22.147999,1,1,0
829,BREAD/BAKERY,4/3/13,372.96,1,1,0
830,EGGS,4/3/13,228,1,1,0
831,FROZEN FOODS,4/3/13,104,1,1,0
832,GROCERY I,4/3/13,2666,1,1,0
833,GROCERY II,4/3/13,17,1,1,0
834,MEATS,4/3/13,375.971,1,1,0
835,POULTRY,4/3/13,193.806,1,1,0
836,PRODUCE,4/3/13,3,1,1,0
837,SEAFOOD,4/3/13,27.747,1,1,0
838,BREAD/BAKERY,4/4/13,264.095,1,1,0
839,EGGS,4/4/13,142,1,1,0
840,FROZEN FOODS,4/4/13,79,1,1,0
841,GROCERY I,4/4/13,1785,1,1,0
842,GROCERY II,4/4/13,19,1,1,0
843,MEATS,4/4/13,272.098,1,1,0
844,POULTRY,4/4/13,139.035,1,1,0
845,PRODUCE,4/4/13,3,1,1,0
846,SEAFOOD,4/4/13,17.43,1,1,0
847,BREAD/BAKERY,4/5/13,359.738,1,1,0
848,EGGS,4/5/13,158,1,1,0
849,FROZEN FOODS,4/5/13,170,1,1,0
850,GROCERY I,4/5/13,1950,1,1,0
851,GROCERY II,4/5/13,28,1,1,0
852,MEATS,4/5/13,569.057,1,1,0
853,POULTRY,4/5/13,223.517,1,1,0
854,PRODUCE,4/5/13,5,1,1,0
855,SEAFOOD,4/5/13,33.73,1,1,0
856,BREAD/BAKERY,4/6/13,294.255,1,1,0
857,EGGS,4/6/13,165,1,1,0
858,FROZEN FOODS,4/6/13,190,1,1,0
859,GROCERY I,4/6/13,1932,1,1,0
860,GROCERY II,4/6/13,13,1,1,0
861,MEATS,4/6/13,265.025,1,1,0
862,POULTRY,4/6/13,134.024,1,1,0
863,PRODUCE,4/6/13,5,1,1,0
864,SEAFOOD,4/6/13,23.487,1,1,0
865,BREAD/BAKERY,4/7/13,161.175,1,1,0
866,EGGS,4/7/13,94,1,1,0
867,FROZEN FOODS,4/7/13,47,1,1,0
868,GROCERY I,4/7/13,796,1,1,0
869,GROCERY II,4/7/13,17,1,1,0
870,MEATS,4/7/13,125.389,1,1,0
871,POULTRY,4/7/13,71.276,1,1,0
872,PRODUCE,4/7/13,17,1,1,0
873,SEAFOOD,4/7/13,9.6119995,1,1,0
874,BREAD/BAKERY,4/8/13,321.56,1,1,0
875,EGGS,4/8/13,161,1,1,0
876,FROZEN FOODS,4/8/13,108,1,1,0
877,GROCERY I,4/8/13,1855,1,1,0
878,GROCERY II,4/8/13,19,1,1,0
879,MEATS,4/8/13,228.37,1,1,0
880,POULTRY,4/8/13,216.725,1,1,0
881,PRODUCE,4/8/13,0,1,1,0
882,SEAFOOD,4/8/13,16.26,1,1,0
883,BREAD/BAKERY,4/9/13,225.69699,1,1,0
884,EGGS,4/9/13,128,1,1,0
885,FROZEN FOODS,4/9/13,79,1,1,0
886,GROCERY I,4/9/13,1675,1,1,0
887,GROCERY II,4/9/13,27,1,1,0
888,MEATS,4/9/13,265.48898,1,1,0
889,POULTRY,4/9/13,125.926994,1,1,0
890,PRODUCE,4/9/13,1,1,1,0
891,SEAFOOD,4/9/13,20.2,1,1,0
892,BREAD/BAKERY,4/10/13,335.097,1,1,0
893,EGGS,4/10/13,190,1,1,0
894,FROZEN FOODS,4/10/13,113,1,1,0
895,GROCERY I,4/10/13,2466,1,1,0
896,GROCERY II,4/10/13,28,1,1,0
897,MEATS,4/10/13,354.093,1,1,0
898,POULTRY,4/10/13,202.571,1,1,0
899,PRODUCE,4/10/13,4,1,1,0
900,SEAFOOD,4/10/13,37.282,1,1,0
901,BREAD/BAKERY,4/11/13,263.754,1,1,0
902,EGGS,4/11/13,124,1,1,0
903,FROZEN FOODS,4/11/13,107,1,1,0
904,GROCERY I,4/11/13,1645,1,1,0
905,GROCERY II,4/11/13,13,1,1,0
906,MEATS,4/11/13,241.471,1,1,0
907,POULTRY,4/11/13,149.969,1,1,0
908,PRODUCE,4/11/13,1,1,1,0
909,SEAFOOD,4/11/13,22.232,1,1,0
910,BREAD/BAKERY,4/12/13,338.634,1,1,0
911,EGGS,4/12/13,164,1,1,0
912,FROZEN FOODS,4/12/13,135,1,1,0
913,GROCERY I,4/12/13,1965,1,1,0
914,GROCERY II,4/12/13,24,1,1,0
915,MEATS,4/12/13,559.343,1,1,0
916,POULTRY,4/12/13,231.129,1,1,0
917,PRODUCE,4/12/13,5,1,1,0
918,SEAFOOD,4/12/13,27.314,1,1,0
919,BREAD/BAKERY,4/13/13,303.818,1,1,0
920,EGGS,4/13/13,164,1,1,0
921,FROZEN FOODS,4/13/13,148,1,1,0
922,GROCERY I,4/13/13,1853,1,1,0
923,GROCERY II,4/13/13,28,1,1,0
924,MEATS,4/13/13,266.667,1,1,0
925,POULTRY,4/13/13,200.743,1,1,0
926,PRODUCE,4/13/13,6,1,1,0
927,SEAFOOD,4/13/13,23.533,1,1,0
928,BREAD/BAKERY,4/14/13,153.19101,1,1,0
929,EGGS,4/14/13,86,1,1,0
930,FROZEN FOODS,4/14/13,63.031998,1,1,0
931,GROCERY I,4/14/13,735,1,1,0
932,GROCERY II,4/14/13,12,1,1,0
933,MEATS,4/14/13,122.573,1,1,0
934,POULTRY,4/14/13,51.638,1,1,0
935,PRODUCE,4/14/13,23,1,1,0
936,SEAFOOD,4/14/13,21.19,1,1,0
937,BREAD/BAKERY,4/15/13,393.239,1,1,0
938,EGGS,4/15/13,166,1,1,0
939,FROZEN FOODS,4/15/13,108.041,1,1,0
940,GROCERY I,4/15/13,1871,1,1,0
941,GROCERY II,4/15/13,13,1,1,0
942,MEATS,4/15/13,269.678,1,1,0
943,POULTRY,4/15/13,222.68,1,1,0
944,PRODUCE,4/15/13,1,1,1,0
945,SEAFOOD,4/15/13,19.142,1,1,0
946,BREAD/BAKERY,4/16/13,256.307,1,1,0
947,EGGS,4/16/13,152,1,1,0
948,FROZEN FOODS,4/16/13,109,1,1,0
949,GROCERY I,4/16/13,1997,1,1,0
950,GROCERY II,4/16/13,47,1,1,0
951,MEATS,4/16/13,273.098,1,1,0
952,POULTRY,4/16/13,132.092,1,1,0
953,PRODUCE,4/16/13,1,1,1,0
954,SEAFOOD,4/16/13,18.699,1,1,0
955,BREAD/BAKERY,4/17/13,366.139,1,1,0
956,EGGS,4/17/13,188,1,1,0
957,FROZEN FOODS,4/17/13,121,1,1,0
958,GROCERY I,4/17/13,2320,1,1,0
959,GROCERY II,4/17/13,15,1,1,0
960,MEATS,4/17/13,360.445,1,1,0
961,POULTRY,4/17/13,168.8,1,1,0
962,PRODUCE,4/17/13,6,1,1,0
963,SEAFOOD,4/17/13,33.079,1,1,0
964,BREAD/BAKERY,4/18/13,324.095,1,1,0
965,EGGS,4/18/13,124,1,1,0
966,FROZEN FOODS,4/18/13,121.020996,1,1,0
967,GROCERY I,4/18/13,1814,1,1,0
968,GROCERY II,4/18/13,21,1,1,0
969,MEATS,4/18/13,284,1,1,0
970,POULTRY,4/18/13,106.156,1,1,0
971,PRODUCE,4/18/13,3,1,1,0
972,SEAFOOD,4/18/13,21.473,1,1,0
973,BREAD/BAKERY,4/19/13,289.478,1,1,0
974,EGGS,4/19/13,139,1,1,0
975,FROZEN FOODS,4/19/13,126.25,1,1,0
976,GROCERY I,4/19/13,1709,1,1,0
977,GROCERY II,4/19/13,23,1,1,0
978,MEATS,4/19/13,487.568,1,1,0
979,POULTRY,4/19/13,211.793,1,1,0
980,PRODUCE,4/19/13,10,1,1,0
981,SEAFOOD,4/19/13,43.224,1,1,0
982,BREAD/BAKERY,4/20/13,284.411,1,1,0
983,EGGS,4/20/13,186,1,1,0
984,FROZEN FOODS,4/20/13,127,1,1,0
985,GROCERY I,4/20/13,1965,1,1,0
986,GROCERY II,4/20/13,38,1,1,0
987,MEATS,4/20/13,288.881,1,1,0
988,POULTRY,4/20/13,107.644,1,1,0
989,PRODUCE,4/20/13,7,1,1,0
990,SEAFOOD,4/20/13,23.803,1,1,0
991,BREAD/BAKERY,4/21/13,160.265,1,1,0
992,EGGS,4/21/13,92,1,1,0
993,FROZEN FOODS,4/21/13,38,1,1,0
994,GROCERY I,4/21/13,925,1,1,0
995,GROCERY II,4/21/13,11,1,1,0
996,MEATS,4/21/13,119.748,1,1,0
997,POULTRY,4/21/13,90.362,1,1,0
998,PRODUCE,4/21/13,0,1,1,0
999,SEAFOOD,4/21/13,12.389,1,1,0
1000,BREAD/BAKERY,4/22/13,331.246,1,1,0
1001,EGGS,4/22/13,171,1,1,0
1002,FROZEN FOODS,4/22/13,134.084,1,1,0
1003,GROCERY I,4/22/13,1848,1,1,0
1004,GROCERY II,4/22/13,30,1,1,0
1005,MEATS,4/22/13,360.18,1,1,0
1006,POULTRY,4/22/13,189.331,1,1,0
1007,PRODUCE,4/22/13,5,1,1,0
1008,SEAFOOD,4/22/13,20.976,1,1,0
1009,BREAD/BAKERY,4/23/13,281.392,1,1,0
1010,EGGS,4/23/13,139,1,1,0
1011,FROZEN FOODS,4/23/13,88,1,1,0
1012,GROCERY I,4/23/13,1906,1,1,0
1013,GROCERY II,4/23/13,29,1,1,0
1014,MEATS,4/23/13,277.361,1,1,0
1015,POULTRY,4/23/13,137.132,1,1,0
1016,PRODUCE,4/23/13,0,1,1,0
1017,SEAFOOD,4/23/13,17.217,1,1,0
1018,BREAD/BAKERY,4/24/13,341.279,1,1,0
1019,EGGS,4/24/13,203,1,1,0
1020,FROZEN FOODS,4/24/13,136,1,1,0
1021,GROCERY I,4/24/13,3002,1,1,0
1022,GROCERY II,4/24/13,46,1,1,0
1023,MEATS,4/24/13,323.446,1,1,0
1024,POULTRY,4/24/13,152.746,1,1,0
1025,PRODUCE,4/24/13,5,1,1,0
1026,SEAFOOD,4/24/13,25.09,1,1,0
1027,BREAD/BAKERY,4/25/13,247.537,1,1,0
1028,EGGS,4/25/13,114,1,1,0
1029,FROZEN FOODS,4/25/13,102,1,1,0
1030,GROCERY I,4/25/13,1513,1,1,0
1031,GROCERY II,4/25/13,18,1,1,0
1032,MEATS,4/25/13,245.389,1,1,0
1033,POULTRY,4/25/13,134.401,1,1,0
1034,PRODUCE,4/25/13,10,1,1,0
1035,SEAFOOD,4/25/13,33.371002,1,1,0
1036,BREAD/BAKERY,4/26/13,463.811,1,1,0
1037,EGGS,4/26/13,167,1,1,0
1038,FROZEN FOODS,4/26/13,131,1,1,0
1039,GROCERY I,4/26/13,1894,1,1,0
1040,GROCERY II,4/26/13,37,1,1,0
1041,MEATS,4/26/13,531.686,1,1,0
1042,POULTRY,4/26/13,203.402,1,1,0
1043,PRODUCE,4/26/13,10,1,1,0
1044,SEAFOOD,4/26/13,32.121,1,1,0
1045,BREAD/BAKERY,4/27/13,249.83499,1,1,0
1046,EGGS,4/27/13,178,1,1,0
1047,FROZEN FOODS,4/27/13,97,1,1,0
1048,GROCERY I,4/27/13,1848,1,1,0
1049,GROCERY II,4/27/13,19,1,1,0
1050,MEATS,4/27/13,273.679,1,1,0
1051,POULTRY,4/27/13,164.046,1,1,0
1052,PRODUCE,4/27/13,7,1,1,0
1053,SEAFOOD,4/27/13,23.834,1,1,0
1054,BREAD/BAKERY,4/28/13,175.662,1,1,0
1055,EGGS,4/28/13,83,1,1,0
1056,FROZEN FOODS,4/28/13,72,1,1,0
1057,GROCERY I,4/28/13,813,1,1,0
1058,GROCERY II,4/28/13,11,1,1,0
1059,MEATS,4/28/13,136.447,1,1,0
1060,POULTRY,4/28/13,92.426,1,1,0
1061,PRODUCE,4/28/13,18,1,1,0
1062,SEAFOOD,4/28/13,15.018,1,1,0
1063,BREAD/BAKERY,4/29/13,270.019,1,1,0
1064,EGGS,4/29/13,139,1,1,0
1065,FROZEN FOODS,4/29/13,60,1,1,0
1066,GROCERY I,4/29/13,1579,1,1,0
1067,GROCERY II,4/29/13,13,1,1,0
1068,MEATS,4/29/13,266.057,1,1,0
1069,POULTRY,4/29/13,172.19,1,1,0
1070,PRODUCE,4/29/13,7,1,1,0
1071,SEAFOOD,4/29/13,23.381,1,1,0
1072,BREAD/BAKERY,4/30/13,330.655,1,1,0
1073,EGGS,4/30/13,152,1,1,0
1074,FROZEN FOODS,4/30/13,93,1,1,0
1075,GROCERY I,4/30/13,1872,1,1,0
1076,GROCERY II,4/30/13,19,1,1,0
1077,MEATS,4/30/13,280.568,1,1,0
1078,POULTRY,4/30/13,128.616,1,1,0
1079,PRODUCE,4/30/13,11,1,1,0
1080,SEAFOOD,4/30/13,23.579,1,1,0
1081,BREAD/BAKERY,5/1/13,120.811005,1,1,0
1082,EGGS,5/1/13,87,1,1,0
1083,FROZEN FOODS,5/1/13,47,1,1,0
1084,GROCERY I,5/1/13,966,1,1,0
1085,GROCERY II,5/1/13,9,1,1,0
1086,MEATS,5/1/13,146.36,1,1,0
1087,POULTRY,5/1/13,97.415,1,1,0
1088,PRODUCE,5/1/13,5,1,1,0
1089,SEAFOOD,5/1/13,12.007,1,1,0
1090,BREAD/BAKERY,5/2/13,332.875,1,1,0
1091,EGGS,5/2/13,148,1,1,0
1092,FROZEN FOODS,5/2/13,104,1,1,0
1093,GROCERY I,5/2/13,1988,1,1,0
1094,GROCERY II,5/2/13,27,1,1,0
1095,MEATS,5/2/13,251.577,1,1,0
1096,POULTRY,5/2/13,246.704,1,1,0
1097,PRODUCE,5/2/13,1,1,1,0
1098,SEAFOOD,5/2/13,21.869,1,1,0
1099,BREAD/BAKERY,5/3/13,343.837,1,1,0
1100,EGGS,5/3/13,198,1,1,0
1101,FROZEN FOODS,5/3/13,145,1,1,0
1102,GROCERY I,5/3/13,2321,1,1,0
1103,GROCERY II,5/3/13,21,1,1,0
1104,MEATS,5/3/13,671.73,1,1,0
1105,POULTRY,5/3/13,190.973,1,1,0
1106,PRODUCE,5/3/13,1,1,1,0
1107,SEAFOOD,5/3/13,37.523003,1,1,0
1108,BREAD/BAKERY,5/4/13,288.504,1,1,0
1109,EGGS,5/4/13,173,1,1,0
1110,FROZEN FOODS,5/4/13,105,1,1,0
1111,GROCERY I,5/4/13,2091,1,1,0
1112,GROCERY II,5/4/13,11,1,1,0
1113,MEATS,5/4/13,348.40298,1,1,0
1114,POULTRY,5/4/13,131.659,1,1,0
1115,PRODUCE,5/4/13,9,1,1,0
1116,SEAFOOD,5/4/13,25.268,1,1,0
1117,BREAD/BAKERY,5/5/13,140.265,1,1,0
1118,EGGS,5/5/13,91,1,1,0
1119,FROZEN FOODS,5/5/13,54,1,1,0
1120,GROCERY I,5/5/13,1020,1,1,0
1121,GROCERY II,5/5/13,9,1,1,0
1122,MEATS,5/5/13,147.807,1,1,0
1123,POULTRY,5/5/13,85.747,1,1,0
1124,PRODUCE,5/5/13,18,1,1,0
1125,SEAFOOD,5/5/13,12.108,1,1,0
1126,BREAD/BAKERY,5/6/13,327.577,1,1,0
1127,EGGS,5/6/13,162,1,1,0
1128,FROZEN FOODS,5/6/13,62,1,1,0
1129,GROCERY I,5/6/13,2162,1,1,0
1130,GROCERY II,5/6/13,29,1,1,0
1131,MEATS,5/6/13,282.14,1,1,0
1132,POULTRY,5/6/13,188.766,1,1,0
1133,PRODUCE,5/6/13,6,1,1,0
1134,SEAFOOD,5/6/13,18.983,1,1,0
1135,BREAD/BAKERY,5/7/13,288.87,1,1,0
1136,EGGS,5/7/13,167,1,1,0
1137,FROZEN FOODS,5/7/13,94.959,1,1,0
1138,GROCERY I,5/7/13,1938,1,1,0
